datetime,temperature,humidity,usage
2019-01-01 00:00:00,-0.8,26.2,40.412
2019-01-01 00:15:00,-1.1,27.0,40.412
2019-01-01 00:30:00,-1.4,27.7,40.412
2019-01-01 00:45:00,-1.6,29.0,40.412
2019-01-01 01:00:00,-2.4,32.7,40.412
2019-01-01 01:15:00,-3.1,36.4,40.412
2019-01-01 01:30:00,-2.8,35.7,40.412
2019-01-01 01:45:00,-4.5,43.0,40.412
2019-01-01 02:00:00,-4.7,43.6,40.412
2019-01-01 02:15:00,-5.0,44.9,40.412
2019-01-01 02:30:00,-4.3,41.1,40.412
2019-01-01 02:45:00,-5.3,44.8,40.412
2019-01-01 03:00:00,-5.9,48.2,40.412
2019-01-01 03:15:00,-6.5,50.3,40.412
2019-01-01 03:30:00,-6.9,52.3,40.412
2019-01-01 03:45:00,-7.1,52.9,40.412
2019-01-01 04:00:00,-7.5,55.0,40.412
2019-01-01 04:15:00,-7.3,53.9,40.412
2019-01-01 04:30:00,-7.2,52.4,40.412
2019-01-01 04:45:00,-7.5,53.6,40.412
2019-01-01 05:00:00,-7.4,54.1,40.412
2019-01-01 05:15:00,-7.4,54.5,40.412
2019-01-01 05:30:00,-7.8,58.3,40.412
2019-01-01 05:45:00,-7.5,57.2,40.412
2019-01-01 06:00:00,-8.2,60.9,40.412
2019-01-01 06:15:00,-8.2,61.8,40.412
2019-01-01 06:30:00,-7.4,59.2,40.412
2019-01-01 06:45:00,-7.9,60.4,40.412
2019-01-01 07:00:00,-8.0,61.8,40.412
2019-01-01 07:15:00,-8.0,61.4,40.412
2019-01-01 07:30:00,-8.6,65.1,40.412
2019-01-01 07:45:00,-8.6,64.7,40.412
2019-01-01 08:00:00,-8.0,62.0,40.412
2019-01-01 08:15:00,-8.8,65.5,40.412
2019-01-01 08:30:00,-8.9,66.2,40.412
2019-01-01 08:45:00,-9.0,67.3,40.412
2019-01-01 09:00:00,-9.1,68.3,40.412
2019-01-01 09:15:00,-8.7,66.4,40.412
2019-01-01 09:30:00,-9.0,67.8,40.412
2019-01-01 09:45:00,-9.0,69.3,40.412
2019-01-01 10:00:00,-9.3,68.6,40.412
2019-01-01 10:15:00,-9.6,72.1,40.412
2019-01-01 10:30:00,-9.5,70.7,40.412
2019-01-01 10:45:00,-9.5,70.4,40.412
2019-01-01 11:00:00,-10.0,71.6,40.412
2019-01-01 11:15:00,-10.2,72.7,40.412
2019-01-01 11:30:00,-10.2,72.8,40.412
2019-01-01 11:45:00,-10.2,74.0,40.412
2019-01-01 12:00:00,-10.0,73.8,40.412
2019-01-01 12:15:00,-9.6,73.1,40.412
2019-01-01 12:30:00,-9.8,72.3,40.412
2019-01-01 12:45:00,-10.1,71.2,40.412
2019-01-01 13:00:00,-9.4,67.2,40.412
2019-01-01 13:15:00,-9.9,66.8,40.412
2019-01-01 13:30:00,-10.0,66.2,40.412
2019-01-01 13:45:00,-10.1,66.4,40.412
2019-01-01 14:00:00,-9.6,65.0,40.412
2019-01-01 14:15:00,-10.1,65.3,40.412
2019-01-01 14:30:00,-10.3,67.0,40.412
2019-01-01 14:45:00,-10.2,68.8,40.412
2019-01-01 15:00:00,-10.2,69.8,40.412
2019-01-01 15:15:00,-10.5,70.4,40.412
2019-01-01 15:30:00,-10.5,71.3,40.412
2019-01-01 15:45:00,-10.1,70.7,40.412
2019-01-01 16:00:00,-9.5,67.8,40.412
2019-01-01 16:15:00,-7.9,64.3,40.412
2019-01-01 16:30:00,-6.7,59.3,40.412
2019-01-01 16:45:00,-5.8,56.2,40.412
2019-01-01 17:00:00,-4.9,53.7,40.412
2019-01-01 17:15:00,-4.1,49.9,40.412
2019-01-01 17:30:00,-3.2,45.4,40.412
2019-01-01 17:45:00,-2.7,43.8,40.412
2019-01-01 18:00:00,-2.3,41.2,40.412
2019-01-01 18:15:00,-1.8,39.0,40.412
2019-01-01 18:30:00,-1.0,35.8,40.412
2019-01-01 18:45:00,-0.7,34.2,40.412
2019-01-01 19:00:00,-0.5,34.1,40.412
2019-01-01 19:15:00,0.1,32.8,40.412
2019-01-01 19:30:00,0.5,30.8,40.412
2019-01-01 19:45:00,0.9,28.8,40.412
2019-01-01 20:00:00,1.3,26.2,40.412
2019-01-01 20:15:00,1.8,22.5,40.412
2019-01-01 20:30:00,2.1,21.6,40.412
2019-01-01 20:45:00,2.1,20.6,40.412
2019-01-01 21:00:00,2.3,17.3,40.412
2019-01-01 21:15:00,2.6,16.0,40.412
2019-01-01 21:30:00,2.4,14.7,40.412
2019-01-01 21:45:00,2.4,15.1,40.412
2019-01-01 22:00:00,2.8,14.9,40.412
2019-01-01 22:15:00,2.8,14.8,40.412
2019-01-01 22:30:00,2.9,14.5,40.412
2019-01-01 22:45:00,2.9,14.2,40.412
2019-01-01 23:00:00,2.8,14.4,40.412
2019-01-01 23:15:00,2.7,14.0,40.412
2019-01-01 23:30:00,2.7,14.1,40.412
2019-01-01 23:45:00,2.1,15.8,40.412
2019-01-02 00:00:00,0.0,23.9,40.412
2019-01-02 00:15:00,-0.9,27.0,40.412
2019-01-02 00:30:00,-1.5,28.5,40.412
2019-01-02 00:45:00,-1.9,29.3,40.412
2019-01-02 01:00:00,-3.0,34.9,40.412
2019-01-02 01:15:00,-3.3,36.2,40.412
2019-01-02 01:30:00,-3.1,34.7,40.412
2019-01-02 01:45:00,-3.9,38.0,40.412
2019-01-02 02:00:00,-3.8,37.3,40.412
2019-01-02 02:15:00,-4.1,38.6,40.412
2019-01-02 02:30:00,-3.7,36.2,40.412
2019-01-02 02:45:00,-3.8,36.4,40.412
2019-01-02 03:00:00,-2.9,31.6,40.412
2019-01-02 03:15:00,-1.7,28.0,40.412
2019-01-02 03:30:00,-2.4,29.8,40.412
2019-01-02 03:45:00,-2.0,28.5,40.412
2019-01-02 04:00:00,-3.1,34.5,40.412
2019-01-02 04:15:00,-5.0,42.2,40.412
2019-01-02 04:30:00,-5.0,42.1,40.412
2019-01-02 04:45:00,-4.7,40.5,40.412
2019-01-02 05:00:00,-5.7,46.7,40.412
2019-01-02 05:15:00,-5.6,46.8,40.412
2019-01-02 05:30:00,-5.3,46.4,40.412
2019-01-02 05:45:00,-5.7,48.5,40.412
2019-01-02 06:00:00,-6.2,52.6,40.412
2019-01-02 06:15:00,-6.4,53.5,40.412
2019-01-02 06:30:00,-6.6,53.8,40.412
2019-01-02 06:45:00,-6.2,53.0,40.412
2019-01-02 07:00:00,-6.3,52.9,40.412
2019-01-02 07:15:00,-7.0,55.9,40.412
2019-01-02 07:30:00,-7.0,56.4,40.412
2019-01-02 07:45:00,-7.2,57.6,40.412
2019-01-02 08:00:00,-7.1,56.5,40.412
2019-01-02 08:15:00,-7.7,60.0,40.412
2019-01-02 08:30:00,-7.9,59.9,40.412
2019-01-02 08:45:00,-8.5,63.0,40.412
2019-01-02 09:00:00,-8.3,61.5,107.554
2019-01-02 09:15:00,-8.2,60.8,104.168
2019-01-02 09:30:00,-8.7,63.5,110.016
2019-01-02 09:45:00,-8.8,62.6,102.903
2019-01-02 10:00:00,-8.5,61.4,116.296
2019-01-02 10:15:00,-8.9,63.4,124.926
2019-01-02 10:30:00,-9.1,64.0,112.579
2019-01-02 10:45:00,-9.1,64.3,104.473
2019-01-02 11:00:00,-9.3,63.5,100.232
2019-01-02 11:15:00,-9.4,65.3,97.683
2019-01-02 11:30:00,-9.5,65.7,105.788
2019-01-02 11:45:00,-9.1,63.3,94.224
2019-01-02 12:00:00,-9.4,64.6,91.699
2019-01-02 12:15:00,-9.4,65.2,79.14699999999998
2019-01-02 12:30:00,-9.3,63.5,85.238
2019-01-02 12:45:00,-9.7,66.4,93.656
2019-01-02 13:00:00,-9.5,64.5,103.577
2019-01-02 13:15:00,-9.8,66.4,81.921
2019-01-02 13:30:00,-9.9,67.2,84.37100000000002
2019-01-02 13:45:00,-10.0,66.0,85.023
2019-01-02 14:00:00,-10.2,67.9,94.817
2019-01-02 14:15:00,-10.1,67.4,80.66199999999998
2019-01-02 14:30:00,-9.8,65.6,81.67
2019-01-02 14:45:00,-10.3,68.0,81.418
2019-01-02 15:00:00,-10.2,67.7,80.432
2019-01-02 15:15:00,-9.7,66.2,87.066
2019-01-02 15:30:00,-9.4,64.3,90.659
2019-01-02 15:45:00,-9.2,64.6,74.445
2019-01-02 16:00:00,-8.1,61.8,71.278
2019-01-02 16:15:00,-7.2,58.3,71.563
2019-01-02 16:30:00,-5.9,54.8,73.11
2019-01-02 16:45:00,-5.2,51.7,76.199
2019-01-02 17:00:00,-4.8,49.7,75.95
2019-01-02 17:15:00,-3.9,48.1,66.664
2019-01-02 17:30:00,-3.2,44.0,70.335
2019-01-02 17:45:00,-2.7,40.9,61.393
2019-01-02 18:00:00,-3.2,42.7,62.43600000000001
2019-01-02 18:15:00,-3.2,43.9,63.337
2019-01-02 18:30:00,-2.5,43.2,49.416
2019-01-02 18:45:00,-2.3,42.4,52.267
2019-01-02 19:00:00,-1.8,41.4,52.551
2019-01-02 19:15:00,-1.5,40.4,51.81
2019-01-02 19:30:00,-1.1,39.8,52.075
2019-01-02 19:45:00,-0.8,39.5,48.425
2019-01-02 20:00:00,-0.5,38.8,59.74100000000001
2019-01-02 20:15:00,0.0,38.1,75.498
2019-01-02 20:30:00,0.7,36.6,57.955
2019-01-02 20:45:00,1.5,35.2,61.201
2019-01-02 21:00:00,1.8,34.8,57.073
2019-01-02 21:15:00,2.2,33.9,48.365
2019-01-02 21:30:00,2.5,33.2,43.334
2019-01-02 21:45:00,2.8,33.1,41.486
2019-01-02 22:00:00,3.1,32.4,52.23
2019-01-02 22:15:00,3.3,32.7,53.449
2019-01-02 22:30:00,3.6,35.4,37.113
2019-01-02 22:45:00,3.4,41.9,32.772
2019-01-02 23:00:00,3.4,43.4,40.796
2019-01-02 23:15:00,3.4,42.9,31.466
2019-01-02 23:30:00,3.1,43.8,40.972
2019-01-02 23:45:00,2.8,45.4,43.499
2019-01-03 00:00:00,2.5,47.2,42.21
2019-01-03 00:15:00,2.4,48.8,31.536
2019-01-03 00:30:00,1.6,50.5,26.874
2019-01-03 00:45:00,0.1,54.9,31.427
2019-01-03 01:00:00,0.0,56.5,41.797
2019-01-03 01:15:00,-0.6,58.9,48.828
2019-01-03 01:30:00,-0.8,60.1,42.004
2019-01-03 01:45:00,-0.8,59.9,35.519
2019-01-03 02:00:00,-0.7,59.9,41.441
2019-01-03 02:15:00,-1.2,61.7,34.507
2019-01-03 02:30:00,-0.9,61.6,35.137
2019-01-03 02:45:00,-0.5,61.5,52.50899999999999
2019-01-03 03:00:00,-0.4,60.1,45.785
2019-01-03 03:15:00,-1.0,62.4,32.198
2019-01-03 03:30:00,-2.0,65.8,32.077
2019-01-03 03:45:00,-1.8,65.6,32.762
2019-01-03 04:00:00,-1.5,65.8,45.628
2019-01-03 04:15:00,-1.6,65.7,50.83600000000001
2019-01-03 04:30:00,-1.6,66.0,32.593
2019-01-03 04:45:00,-1.9,67.3,33.465
2019-01-03 05:00:00,-2.0,66.8,41.566
2019-01-03 05:15:00,-2.9,71.2,36.166
2019-01-03 05:30:00,-2.8,72.4,31.354
2019-01-03 05:45:00,-2.2,71.7,40.823
2019-01-03 06:00:00,-1.8,71.2,54.226000000000006
2019-01-03 06:15:00,-1.6,70.4,36.111
2019-01-03 06:30:00,-1.3,69.1,30.933000000000003
2019-01-03 06:45:00,-1.3,68.1,37.486
2019-01-03 07:00:00,-1.1,68.1,48.39100000000001
2019-01-03 07:15:00,-1.3,68.1,51.685
2019-01-03 07:30:00,-1.1,68.9,39.56800000000001
2019-01-03 07:45:00,-1.0,68.0,33.325
2019-01-03 08:00:00,-1.0,68.4,52.209
2019-01-03 08:15:00,-1.0,69.0,55.122
2019-01-03 08:30:00,-1.6,70.5,67.165
2019-01-03 08:45:00,-2.0,73.8,76.66
2019-01-03 09:00:00,-2.1,73.6,104.812
2019-01-03 09:15:00,-2.0,73.1,108.713
2019-01-03 09:30:00,-1.7,72.5,94.545
2019-01-03 09:45:00,-1.6,71.7,96.409
2019-01-03 10:00:00,-1.7,72.3,89.86200000000002
2019-01-03 10:15:00,-1.7,73.2,92.859
2019-01-03 10:30:00,-1.1,71.6,102.01
2019-01-03 10:45:00,-0.2,68.5,99.722
2019-01-03 11:00:00,0.0,67.4,91.278
2019-01-03 11:15:00,0.2,66.0,88.223
2019-01-03 11:30:00,0.1,65.7,87.51799999999999
2019-01-03 11:45:00,0.1,65.0,91.434
2019-01-03 12:00:00,0.0,64.2,82.605
2019-01-03 12:15:00,-0.3,66.2,74.497
2019-01-03 12:30:00,-0.7,68.5,77.808
2019-01-03 12:45:00,-0.8,68.4,77.617
2019-01-03 13:00:00,-1.2,69.4,83.421
2019-01-03 13:15:00,-1.7,68.2,97.916
2019-01-03 13:30:00,-1.9,59.3,89.664
2019-01-03 13:45:00,-1.9,52.7,82.454
2019-01-03 14:00:00,-2.2,48.4,80.807
2019-01-03 14:15:00,-2.9,52.5,83.14200000000002
2019-01-03 14:30:00,-3.6,53.6,93.224
2019-01-03 14:45:00,-5.2,61.3,75.92
2019-01-03 15:00:00,-5.8,62.7,80.554
2019-01-03 15:15:00,-5.5,61.2,83.33200000000002
2019-01-03 15:30:00,-4.3,50.6,73.351
2019-01-03 15:45:00,-3.1,41.1,81.736
2019-01-03 16:00:00,-2.5,38.2,79.164
2019-01-03 16:15:00,-2.2,36.5,73.444
2019-01-03 16:30:00,-1.8,35.2,65.643
2019-01-03 16:45:00,-1.4,33.6,65.969
2019-01-03 17:00:00,-0.9,30.5,62.663
2019-01-03 17:15:00,-0.6,27.2,78.986
2019-01-03 17:30:00,-0.1,25.8,78.524
2019-01-03 17:45:00,0.3,23.9,61.22
2019-01-03 18:00:00,0.6,23.4,55.154
2019-01-03 18:15:00,0.9,23.2,50.664
2019-01-03 18:30:00,1.0,23.6,51.108
2019-01-03 18:45:00,1.0,23.2,55.756
2019-01-03 19:00:00,1.0,23.7,66.729
2019-01-03 19:15:00,1.3,22.8,61.664
2019-01-03 19:30:00,1.2,21.8,51.604
2019-01-03 19:45:00,1.3,21.8,49.44600000000001
2019-01-03 20:00:00,1.5,21.5,50.279
2019-01-03 20:15:00,2.1,20.6,47.476000000000006
2019-01-03 20:30:00,1.9,20.9,49.37600000000001
2019-01-03 20:45:00,1.4,20.5,51.58
2019-01-03 21:00:00,1.2,21.1,56.006
2019-01-03 21:15:00,1.2,20.6,60.19600000000001
2019-01-03 21:30:00,1.9,19.5,47.572
2019-01-03 21:45:00,2.4,18.0,39.6
2019-01-03 22:00:00,2.4,17.7,35.147
2019-01-03 22:15:00,2.1,18.2,37.06800000000001
2019-01-03 22:30:00,2.0,17.9,32.906
2019-01-03 22:45:00,1.7,17.8,38.571
2019-01-03 23:00:00,1.6,18.4,51.913
2019-01-03 23:15:00,1.4,19.2,33.439
2019-01-03 23:30:00,1.0,20.9,30.662
2019-01-03 23:45:00,0.7,21.9,35.922
2019-01-04 00:00:00,0.2,23.2,44.201
2019-01-04 00:15:00,-0.1,24.1,42.735
2019-01-04 00:30:00,-0.6,25.6,36.078
2019-01-04 00:45:00,-0.8,26.5,29.199
2019-01-04 01:00:00,-1.1,27.1,42.93600000000001
2019-01-04 01:15:00,-1.4,28.3,34.986999999999995
2019-01-04 01:30:00,-1.6,29.2,32.11
2019-01-04 01:45:00,-1.8,29.7,45.984
2019-01-04 02:00:00,-2.1,30.2,55.245
2019-01-04 02:15:00,-2.3,30.8,31.685
2019-01-04 02:30:00,-2.9,33.3,31.696
2019-01-04 02:45:00,-4.0,37.4,32.199
2019-01-04 03:00:00,-4.3,38.1,38.976
2019-01-04 03:15:00,-4.6,38.8,43.493
2019-01-04 03:30:00,-5.4,42.0,41.918
2019-01-04 03:45:00,-5.5,42.0,28.531
2019-01-04 04:00:00,-6.2,46.0,41.377
2019-01-04 04:15:00,-5.4,41.2,33.091
2019-01-04 04:30:00,-7.0,48.2,32.746
2019-01-04 04:45:00,-7.2,48.8,29.509
2019-01-04 05:00:00,-7.5,50.7,40.927
2019-01-04 05:15:00,-7.2,48.5,51.367
2019-01-04 05:30:00,-7.5,48.6,42.754
2019-01-04 05:45:00,-7.7,50.7,37.69
2019-01-04 06:00:00,-7.2,46.6,41.451
2019-01-04 06:15:00,-7.1,44.5,35.573
2019-01-04 06:30:00,-7.5,47.6,34.605
2019-01-04 06:45:00,-6.8,44.4,52.67
2019-01-04 07:00:00,-6.8,44.1,43.738
2019-01-04 07:15:00,-7.0,46.3,38.45
2019-01-04 07:30:00,-7.4,48.8,41.005
2019-01-04 07:45:00,-7.7,51.2,54.951
2019-01-04 08:00:00,-8.4,54.8,54.25899999999999
2019-01-04 08:15:00,-8.2,52.0,52.633
2019-01-04 08:30:00,-8.1,50.3,68.825
2019-01-04 08:45:00,-9.0,57.5,89.249
2019-01-04 09:00:00,-8.8,56.7,97.556
2019-01-04 09:15:00,-9.0,57.9,93.06
2019-01-04 09:30:00,-9.0,57.7,112.224
2019-01-04 09:45:00,-9.0,57.7,111.555
2019-01-04 10:00:00,-8.5,56.7,107.688
2019-01-04 10:15:00,-8.3,55.8,109.982
2019-01-04 10:30:00,-8.4,58.9,103.557
2019-01-04 10:45:00,-8.0,58.1,89.935
2019-01-04 11:00:00,-8.2,59.2,95.595
2019-01-04 11:15:00,-8.0,56.8,85.954
2019-01-04 11:30:00,-8.3,58.0,85.836
2019-01-04 11:45:00,-8.5,59.5,80.14
2019-01-04 12:00:00,-8.9,61.5,73.501
2019-01-04 12:15:00,-9.1,61.9,76.743
2019-01-04 12:30:00,-9.3,61.0,94.946
2019-01-04 12:45:00,-9.6,62.4,86.37
2019-01-04 13:00:00,-9.6,62.7,79.221
2019-01-04 13:15:00,-9.4,62.0,78.348
2019-01-04 13:30:00,-8.9,58.6,87.616
2019-01-04 13:45:00,-8.8,58.4,71.165
2019-01-04 14:00:00,-8.5,58.4,69.97800000000001
2019-01-04 14:15:00,-8.1,57.6,69.667
2019-01-04 14:30:00,-8.2,59.1,72.251
2019-01-04 14:45:00,-8.2,59.7,72.054
2019-01-04 15:00:00,-8.2,58.3,80.318
2019-01-04 15:15:00,-7.9,58.2,76.811
2019-01-04 15:30:00,-7.8,59.0,70.968
2019-01-04 15:45:00,-7.5,56.4,69.15899999999999
2019-01-04 16:00:00,-6.9,57.1,69.465
2019-01-04 16:15:00,-6.6,56.4,79.815
2019-01-04 16:30:00,-6.2,54.5,75.872
2019-01-04 16:45:00,-6.1,54.9,64.676
2019-01-04 17:00:00,-5.3,53.3,63.027
2019-01-04 17:15:00,-4.8,50.6,61.287
2019-01-04 17:30:00,-4.3,48.2,63.882
2019-01-04 17:45:00,-3.8,43.5,64.954
2019-01-04 18:00:00,-2.9,41.4,59.851000000000006
2019-01-04 18:15:00,-2.3,37.5,65.17699999999999
2019-01-04 18:30:00,-1.5,34.8,52.034
2019-01-04 18:45:00,-1.0,33.3,49.993
2019-01-04 19:00:00,-0.2,31.9,51.349
2019-01-04 19:15:00,0.0,30.8,60.567
2019-01-04 19:30:00,0.5,29.1,63.536
2019-01-04 19:45:00,1.2,27.7,46.955
2019-01-04 20:00:00,1.9,25.8,49.797
2019-01-04 20:15:00,2.1,25.1,49.04600000000001
2019-01-04 20:30:00,2.3,23.9,48.893
2019-01-04 20:45:00,2.5,23.4,53.518
2019-01-04 21:00:00,2.6,23.3,61.099
2019-01-04 21:15:00,3.0,22.8,44.206
2019-01-04 21:30:00,3.0,20.7,44.665
2019-01-04 21:45:00,2.8,20.1,43.331
2019-01-04 22:00:00,2.5,19.5,35.203
2019-01-04 22:15:00,2.4,19.8,31.466
2019-01-04 22:30:00,2.3,21.2,43.988
2019-01-04 22:45:00,2.3,22.9,42.601000000000006
2019-01-04 23:00:00,2.1,24.3,31.212
2019-01-04 23:15:00,2.0,24.7,30.277
2019-01-04 23:30:00,1.7,26.3,28.613000000000003
2019-01-04 23:45:00,1.5,28.3,27.243
2019-01-05 00:00:00,0.9,31.3,37.561
2019-01-05 00:15:00,0.7,33.2,40.36
2019-01-05 00:30:00,0.0,36.2,31.787
2019-01-05 00:45:00,-1.6,39.1,32.331
2019-01-05 01:00:00,-2.8,43.7,37.69
2019-01-05 01:15:00,-3.0,45.7,30.862
2019-01-05 01:30:00,-2.9,46.9,27.239
2019-01-05 01:45:00,-3.2,48.0,28.744
2019-01-05 02:00:00,-2.1,46.5,52.431
2019-01-05 02:15:00,-2.6,47.0,41.361
2019-01-05 02:30:00,-4.3,54.4,28.483
2019-01-05 02:45:00,-4.6,55.7,33.096
2019-01-05 03:00:00,-5.0,58.0,40.24
2019-01-05 03:15:00,-4.8,58.2,32.586
2019-01-05 03:30:00,-4.9,59.2,40.48
2019-01-05 03:45:00,-4.6,58.9,35.747
2019-01-05 04:00:00,-4.5,60.1,38.808
2019-01-05 04:15:00,-5.0,60.9,33.979
2019-01-05 04:30:00,-5.3,63.3,34.569
2019-01-05 04:45:00,-5.6,65.1,45.027
2019-01-05 05:00:00,-5.7,65.7,42.46
2019-01-05 05:15:00,-6.3,68.2,31.239
2019-01-05 05:30:00,-6.1,68.3,33.115
2019-01-05 05:45:00,-5.6,67.1,30.872
2019-01-05 06:00:00,-5.5,65.4,43.719
2019-01-05 06:15:00,-6.4,68.6,49.245
2019-01-05 06:30:00,-6.6,71.2,35.565
2019-01-05 06:45:00,-6.7,70.6,32.566
2019-01-05 07:00:00,-6.3,70.4,28.612
2019-01-05 07:15:00,-6.9,71.1,33.982
2019-01-05 07:30:00,-6.9,71.6,34.186
2019-01-05 07:45:00,-6.5,72.3,32.203
2019-01-05 08:00:00,-7.0,70.8,41.195
2019-01-05 08:15:00,-7.6,73.2,60.306
2019-01-05 08:30:00,-7.8,73.0,44.669
2019-01-05 08:45:00,-7.4,73.1,71.82
2019-01-05 09:00:00,-8.2,73.4,76.51100000000002
2019-01-05 09:15:00,-7.2,73.3,77.329
2019-01-05 09:30:00,-7.8,72.5,76.87
2019-01-05 09:45:00,-8.0,73.3,82.47399999999998
2019-01-05 10:00:00,-8.1,73.5,82.27
2019-01-05 10:15:00,-8.5,74.2,75.27
2019-01-05 10:30:00,-7.8,73.9,72.361
2019-01-05 10:45:00,-8.7,73.8,75.63
2019-01-05 11:00:00,-9.0,75.5,68.43
2019-01-05 11:15:00,-8.8,75.4,70.53399999999998
2019-01-05 11:30:00,-8.9,76.4,75.0
2019-01-05 11:45:00,-8.6,75.6,73.08
2019-01-05 12:00:00,-8.7,75.6,78.851
2019-01-05 12:15:00,-8.8,76.5,60.581
2019-01-05 12:30:00,-8.6,75.1,58.021
2019-01-05 12:45:00,-9.0,76.1,55.87300000000001
2019-01-05 13:00:00,-9.0,75.8,57.359
2019-01-05 13:15:00,-9.2,76.5,58.996
2019-01-05 13:30:00,-9.0,76.2,57.081
2019-01-05 13:45:00,-9.5,76.1,67.211
2019-01-05 14:00:00,-9.3,76.8,63.842
2019-01-05 14:15:00,-9.3,76.3,57.191
2019-01-05 14:30:00,-9.4,76.6,57.148
2019-01-05 14:45:00,-9.7,76.2,56.56100000000001
2019-01-05 15:00:00,-9.3,77.2,58.495
2019-01-05 15:15:00,-9.3,76.2,54.869
2019-01-05 15:30:00,-9.4,76.7,56.536
2019-01-05 15:45:00,-8.7,75.9,69.405
2019-01-05 16:00:00,-8.2,74.8,58.226000000000006
2019-01-05 16:15:00,-7.3,73.5,49.733
2019-01-05 16:30:00,-6.4,72.1,53.273
2019-01-05 16:45:00,-5.3,68.0,47.392
2019-01-05 17:00:00,-4.7,65.7,43.6
2019-01-05 17:15:00,-3.7,63.7,44.777
2019-01-05 17:30:00,-2.9,59.4,45.35
2019-01-05 17:45:00,-2.1,57.7,53.489
2019-01-05 18:00:00,-1.6,55.5,59.034
2019-01-05 18:15:00,-0.9,53.1,40.194
2019-01-05 18:30:00,0.1,50.2,39.849
2019-01-05 18:45:00,0.9,46.5,51.646
2019-01-05 19:00:00,1.7,43.1,52.536
2019-01-05 19:15:00,2.3,40.6,43.615
2019-01-05 19:30:00,2.8,38.5,42.54600000000001
2019-01-05 19:45:00,3.3,35.4,42.343
2019-01-05 20:00:00,3.2,35.5,41.44300000000001
2019-01-05 20:15:00,3.3,36.2,42.691
2019-01-05 20:30:00,3.3,36.5,53.12
2019-01-05 20:45:00,3.1,37.1,54.231
2019-01-05 21:00:00,3.3,35.9,48.803
2019-01-05 21:15:00,3.1,35.8,43.125
2019-01-05 21:30:00,3.0,35.9,43.331
2019-01-05 21:45:00,3.2,36.5,42.344
2019-01-05 22:00:00,3.1,36.8,34.599000000000004
2019-01-05 22:15:00,3.4,35.5,35.077
2019-01-05 22:30:00,3.7,35.6,44.879
2019-01-05 22:45:00,3.2,36.4,43.386
2019-01-05 23:00:00,3.0,37.1,35.725
2019-01-05 23:15:00,3.0,36.6,30.687
2019-01-05 23:30:00,2.7,38.5,34.196
2019-01-05 23:45:00,2.3,40.7,36.184
2019-01-06 00:00:00,2.1,42.2,55.78
2019-01-06 00:15:00,1.9,43.5,50.224
2019-01-06 00:30:00,1.6,45.3,31.549
2019-01-06 00:45:00,1.3,46.9,32.443000000000005
2019-01-06 01:00:00,1.0,48.3,40.863
2019-01-06 01:15:00,0.8,49.6,39.519
2019-01-06 01:30:00,0.7,49.9,34.019
2019-01-06 01:45:00,0.6,50.5,32.834
2019-01-06 02:00:00,0.1,51.7,59.38
2019-01-06 02:15:00,-0.4,53.1,44.054
2019-01-06 02:30:00,-0.5,53.0,33.835
2019-01-06 02:45:00,-1.6,56.8,32.767
2019-01-06 03:00:00,-1.8,57.5,42.62
2019-01-06 03:15:00,-1.7,56.9,37.646
2019-01-06 03:30:00,-0.5,52.1,34.529
2019-01-06 03:45:00,-0.3,50.7,45.042
2019-01-06 04:00:00,-0.2,50.9,37.941
2019-01-06 04:15:00,-0.2,51.5,33.784
2019-01-06 04:30:00,-0.3,52.2,32.431
2019-01-06 04:45:00,-0.4,53.7,36.218
2019-01-06 05:00:00,-1.2,56.2,51.502
2019-01-06 05:15:00,-2.0,59.8,51.981
2019-01-06 05:30:00,-3.0,63.1,35.107
2019-01-06 05:45:00,-3.2,65.9,32.387
2019-01-06 06:00:00,-3.1,65.7,38.63
2019-01-06 06:15:00,-4.2,68.5,35.63
2019-01-06 06:30:00,-4.2,70.7,31.405
2019-01-06 06:45:00,-4.4,70.9,51.46
2019-01-06 07:00:00,-4.3,71.2,42.555
2019-01-06 07:15:00,-4.6,71.9,30.954
2019-01-06 07:30:00,-4.4,72.6,39.474
2019-01-06 07:45:00,-4.8,73.0,33.848
2019-01-06 08:00:00,-5.2,75.3,39.07
2019-01-06 08:15:00,-4.8,75.5,51.122
2019-01-06 08:30:00,-5.0,75.9,52.295
2019-01-06 08:45:00,-4.9,75.5,69.726
2019-01-06 09:00:00,-4.6,75.0,68.236
2019-01-06 09:15:00,-5.3,75.9,67.046
2019-01-06 09:30:00,-4.9,75.9,74.653
2019-01-06 09:45:00,-5.0,76.5,70.657
2019-01-06 10:00:00,-5.2,77.0,59.441
2019-01-06 10:15:00,-5.1,77.0,57.409
2019-01-06 10:30:00,-4.1,73.6,53.352
2019-01-06 10:45:00,-2.9,64.3,58.375
2019-01-06 11:00:00,-3.4,63.7,64.42
2019-01-06 11:15:00,-3.6,63.6,62.341
2019-01-06 11:30:00,-5.1,68.8,49.364
2019-01-06 11:45:00,-5.8,70.1,55.253
2019-01-06 12:00:00,-5.9,70.1,56.078
2019-01-06 12:15:00,-5.9,68.2,49.862
2019-01-06 12:30:00,-6.5,72.0,50.847
2019-01-06 12:45:00,-6.6,74.1,56.916
2019-01-06 13:00:00,-6.2,70.7,57.825
2019-01-06 13:15:00,-6.2,66.7,49.109
2019-01-06 13:30:00,-6.0,64.5,48.822
2019-01-06 13:45:00,-6.7,65.0,46.773
